Timestamp,Sensor_Address,Channel,Reading,Battery_V,Fault_Code
2026-01-05 17:19:31.777000,33041,1,0.00,0.80,0
2026-01-05 17:19:32.218000,33041,1,0.00,0.80,0
2026-01-05 17:19:32.890000,33041,1,1.00,3.20,0
2026-01-05 17:19:33.048000,33041,1,0.00,1.60,0
2026-01-05 17:19:33.163000,33041,1,21.90,0.80,0
2026-01-05 17:19:33.436000,33041,1,6.00,0.80,0
2026-01-05 17:19:41.038000,33041,1,0.00,0.80,0
2026-01-05 17:19:51.436000,33041,1,0.00,1.60,0
2026-01-05 17:19:57.153000,33041,1,0.00,0.80,0
2026-01-05 17:19:57.647000,33041,1,0.00,0.80,0
2026-01-05 17:20:08.489000,33041,1,1.00,3.20,0
2026-01-05 17:20:09.139000,33041,1,0.00,1.60,0
2026-01-05 17:20:15.524000,33041,1,0.00,0.80,0
2026-01-05 17:20:15.966000,33041,1,0.00,0.80,0
2026-01-05 17:20:25.882000,33041,1,1.00,0.80,0
2026-01-05 17:20:27.633000,33041,1,0.00,1.60,0
2026-01-05 17:20:27.896000,33041,1,0.00,1.60,0
2026-01-05 17:20:28.337000,33041,1,0.00,0.80,0
2026-01-05 17:20:29.439000,33041,1,0.00,0.80,0
2026-01-05 17:20:30.886000,33041,1,0.00,1.60,0
2026-01-05 17:20:31.661000,33041,1,0.00,0.80,0
2026-01-05 17:20:31.829000,33041,1,0.00,0.80,0
2026-01-05 17:20:32.366000,33041,1,6.00,3.20,0
2026-01-05 17:20:33.154000,33041,1,21.90,0.80,0
2026-01-05 17:20:51.944000,33041,1,0.00,1.60,0
2026-01-05 17:20:53.984000,33041,1,0.00,1.60,0
2026-01-05 17:20:55.946000,33041,1,0.00,0.80,0
2026-01-05 17:21:02.740000,33041,1,0.00,1.60,0
2026-01-05 17:21:04.304000,33041,1,0.00,0.80,0
2026-01-05 17:21:09.241000,33041,1,0.00,0.80,0
2026-01-05 17:21:15.859000,33041,1,0.00,0.80,0
2026-01-05 17:21:19.442000,33041,1,1.00,0.80,0
2026-01-05 17:21:23.546000,33041,1,0.00,0.80,0
2026-01-05 17:21:27.606000,33041,1,0.00,1.60,0
2026-01-05 17:21:28.332000,33041,1,0.00,3.20,0
2026-01-05 17:21:29.193000,33041,1,0.00,1.60,0
2026-01-05 17:21:29.876000,33041,1,0.00,0.80,0
2026-01-05 17:21:30.611000,33041,1,0.00,0.80,0
2026-01-05 17:21:31.283000,33041,1,6.00,0.80,0
2026-01-05 17:21:31.798000,33041,1,0.00,3.20,0
2026-01-05 17:21:41.275000,33041,1,0.00,1.60,0
2026-01-05 17:21:53.040000,33041,1,0.00,1.60,0
2026-01-05 17:21:54.227000,33041,1,0.00,0.80,0
2026-01-05 17:21:56.829000,33041,1,1.00,0.80,0
2026-01-05 17:21:57.627000,33041,1,0.00,0.80,0
2026-01-05 17:22:13.358000,33041,1,2.00,0.80,0
2026-01-05 17:22:15.918000,33041,1,0.00,0.80,0
2026-01-05 17:22:27.754000,33041,1,0.00,3.20,0
2026-01-05 17:22:28.269000,33041,1,0.00,1.60,0
2026-01-05 17:22:29.436000,33041,1,0.00,0.80,0
2026-01-05 17:22:30.077000,33041,1,0.00,1.60,0
2026-01-05 17:22:31.064000,33041,1,6.00,0.80,0
2026-01-05 17:22:31.800000,33041,1,0.00,0.80,0
2026-01-05 17:22:32.861000,33041,1,21.90,0.80,0
2026-01-05 17:22:41.588000,33041,1,0.00,0.80,0
2026-01-05 17:22:44.427000,33041,1,0.00,3.20,0
2026-01-05 17:22:50.330000,33041,1,0.00,1.60,0
2026-01-05 17:22:52.705000,33041,1,0.00,0.80,0
2026-01-05 17:22:53.303000,33041,1,0.00,1.60,0
2026-01-05 17:22:53.798000,33041,1,0.00,0.80,0
2026-01-05 17:22:58.207000,33041,1,0.00,0.80,0
2026-01-05 17:23:08.119000,33041,1,1.00,0.80,0
2026-01-05 17:23:14.675000,33041,1,0.00,0.80,0
2026-01-05 17:23:16.208000,33041,1,0.00,3.20,0
2026-01-05 17:23:27.841000,33041,1,0.00,0.80,0
2026-01-05 17:23:27.998000,33041,1,0.00,1.60,0
2026-01-05 17:23:28.166000,33041,1,0.00,1.60,0
2026-01-05 17:23:28.671000,33041,1,0.00,0.80,0
2026-01-05 17:23:29.534000,33041,1,6.00,0.80,0
2026-01-05 17:23:31.666000,33041,1,0.00,0.80,0
2026-01-05 17:23:32.654000,33041,1,21.90,0.80,0
2026-01-05 17:23:39.194000,33041,1,0.00,3.20,0
2026-01-05 17:23:44.750000,33041,1,0.00,1.60,0
2026-01-05 17:23:46.672000,33041,1,0.00,1.60,0
2026-01-05 17:23:50.587000,33041,1,0.00,0.80,0
2026-01-05 17:23:52.208000,33041,1,0.00,0.80,0
2026-01-05 17:23:54.022000,33041,1,0.00,0.80,0
2026-01-05 17:24:01.039000,33041,1,0.00,0.80,0
2026-01-05 17:24:10.204000,33041,1,0.00,0.80,0
2026-01-05 17:24:16.242000,33041,1,0.00,1.60,0
2026-01-05 17:24:27.623000,33041,1,0.00,1.60,0
2026-01-05 17:24:27.897000,33041,1,0.00,0.80,0
2026-01-05 17:24:28.054000,33041,1,0.00,0.80,0
2026-01-05 17:24:28.316000,33041,1,6.00,0.80,0
2026-01-05 17:24:29.500000,33041,1,0.00,0.80,0
2026-01-05 17:24:31.545000,33041,1,0.00,3.20,0
2026-01-05 17:24:32.618000,33041,1,21.90,1.60,0
2026-01-05 17:24:39.249000,33041,1,0.00,1.60,0
2026-01-05 17:24:41.073000,33041,1,0.00,0.80,0
2026-01-05 17:24:41.659000,33041,1,0.00,0.80,0
2026-01-05 17:24:47.127000,33041,1,0.00,0.80,0
2026-01-05 17:24:49.318000,33041,1,0.00,0.80,0
2026-01-05 17:24:54.883000,33041,1,0.00,0.80,0
2026-01-05 17:24:55.071000,33041,1,0.00,1.60,0
2026-01-05 17:25:05.627000,33041,1,0.00,0.80,0
2026-01-05 17:25:16.208000,33041,1,0.00,0.80,0
2026-01-05 17:25:27.711000,33041,1,0.00,0.80,0
2026-01-05 17:25:27.890000,33041,1,0.00,0.80,0
2026-01-05 17:25:29.348000,33041,1,0.00,3.20,0
2026-01-05 17:25:29.808000,33041,1,0.00,1.60,0
2026-01-05 17:25:31.602000,33041,1,0.00,0.80,0
2026-01-05 17:25:32.336000,33041,1,21.90,1.60,0
2026-01-05 17:25:33.753000,33041,1,0.00,0.80,0
2026-01-05 17:25:47.517000,33041,1,0.00,0.80,0
2026-01-05 17:25:49.692000,33041,1,2.00,0.80,0
2026-01-05 17:26:16.284000,33041,1,0.00,3.20,0
2026-01-05 17:26:24.663000,33041,1,0.00,1.60,0
2026-01-05 17:26:27.522000,33041,1,0.00,0.80,0
2026-01-05 17:26:27.689000,33041,1,0.00,1.60,0
2026-01-05 17:26:28.263000,33041,1,0.00,0.80,0
2026-01-05 17:26:29.091000,33041,1,0.00,0.80,0
2026-01-05 17:26:29.764000,33041,1,0.00,0.80,0
2026-01-05 17:26:31.471000,33041,1,0.00,0.80,0
2026-01-05 17:26:32.592000,33041,1,21.90,3.20,0
2026-01-05 17:26:42.212000,33041,1,0.00,1.60,0
2026-01-05 17:26:43.811000,33041,1,0.00,0.80,0
2026-01-05 17:26:46.864000,33041,1,0.00,1.60,0
2026-01-05 17:26:55.830000,33041,1,0.00,0.80,0
2026-01-05 17:26:56.407000,33041,1,0.00,0.80,0
2026-01-05 17:27:21.152000,33041,1,0.00,0.80,0
2026-01-05 17:27:21.519000,33041,1,0.00,0.80,0
2026-01-05 17:27:22.884000,33041,1,0.00,3.20,0
2026-01-05 17:27:23.356000,33041,1,0.00,0.80,0
2026-01-05 17:27:23.967000,33041,1,6.00,1.60,0
2026-01-05 17:27:27.663000,33041,1,0.00,0.80,0
2026-01-05 17:27:28.313000,33041,1,0.00,1.60,0
2026-01-05 17:27:29.003000,33041,1,0.00,0.80,0
2026-01-05 17:27:29.528000,33041,1,0.00,0.80,0
2026-01-05 17:27:31.544000,33041,1,0.00,0.80,0
2026-01-05 17:27:32.469000,33041,1,21.90,1.60,0
2026-01-05 17:27:35.671000,33041,1,0.00,1.60,0
2026-01-05 17:27:43.660000,33041,1,0.00,0.80,0
2026-01-05 17:27:51.272000,33041,1,0.00,0.80,0
2026-01-05 17:27:56.881000,33041,1,0.00,0.80,0
2026-01-05 17:28:16.072000,33041,1,0.00,3.20,0
2026-01-05 17:28:16.460000,33041,1,0.00,0.80,0
2026-01-05 17:28:16.858000,33041,1,0.00,0.80,0
2026-01-05 17:28:18.139000,33041,1,0.00,1.60,0
2026-01-05 17:28:21.611000,33041,1,0.00,1.60,0
2026-01-05 17:28:22.664000,33041,1,6.00,0.80,0
2026-01-05 17:28:24.744000,33041,1,0.00,0.80,0
2026-01-05 17:28:27.424000,33041,1,0.00,0.80,0
2026-01-05 17:28:28.341000,33041,1,0.00,0.80,0
2026-01-05 17:28:29.675000,33041,1,0.00,3.20,0
2026-01-05 17:28:31.371000,33041,1,0.00,0.80,0
2026-01-05 17:28:31.906000,33041,1,21.90,1.60,0
2026-01-05 17:28:41.808000,33041,1,0.00,1.60,0
2026-01-05 17:28:42.646000,33041,1,0.00,0.80,0
2026-01-05 17:28:46.387000,33041,1,0.00,0.80,0
2026-01-05 17:28:57.456000,33041,1,0.00,0.80,0
2026-01-05 17:29:08.698000,33041,1,0.00,3.20,0
2026-01-05 17:29:12.248000,33041,1,0.00,0.80,0
2026-01-05 17:29:13.320000,33041,1,1.00,1.60,0
2026-01-05 17:29:16.163000,33041,1,0.00,1.60,0
2026-01-05 17:29:19.700000,33041,1,0.00,0.80,0
2026-01-05 17:29:20.353000,33041,1,0.00,0.80,0
2026-01-05 17:29:20.974000,33041,1,0.00,0.80,0
2026-01-05 17:29:21.823000,33041,1,6.00,0.80,0
2026-01-05 17:29:24.205000,33041,1,1.00,0.80,0
2026-01-05 17:29:27.638000,33041,1,0.00,3.20,0
2026-01-05 17:29:28.425000,33041,1,0.00,1.60,0
2026-01-05 17:29:29.393000,33041,1,0.00,1.60,0
2026-01-05 17:29:31.622000,33041,1,0.00,0.80,0
2026-01-05 17:29:32.117000,33041,1,21.90,0.80,0
2026-01-05 17:29:40.103000,33041,1,0.00,0.80,0
2026-01-05 17:29:41.625000,33041,1,0.00,0.80,0
2026-01-05 17:29:42.532000,33041,1,0.00,0.80,0
2026-01-05 17:30:03.112000,33041,1,0.00,3.20,0
2026-01-05 17:30:08.172000,33041,1,1.00,1.60,0
2026-01-05 17:30:08.340000,33041,1,0.00,0.80,0
2026-01-05 17:30:11.995000,33041,1,0.00,0.80,0
2026-01-05 17:30:16.183000,33041,1,0.00,0.80,0
2026-01-05 17:30:17.464000,33041,1,0.00,0.80,0
2026-01-05 17:30:21.297000,33041,1,0.00,3.20,0
2026-01-05 17:30:22.033000,33041,1,0.00,1.60,0
2026-01-05 17:30:22.735000,33041,1,6.00,0.80,0
2026-01-05 17:30:27.261000,33041,1,0.00,0.80,0
2026-01-05 17:30:28.269000,33041,1,0.00,0.80,0
2026-01-05 17:30:29.575000,33041,1,0.00,0.80,0
2026-01-05 17:30:31.270000,33041,1,0.00,0.80,0
2026-01-05 17:30:37.017000,33041,1,0.00,1.60,0
2026-01-05 17:30:38.239000,33041,1,0.00,1.60,0
2026-01-05 17:30:42.699000,33041,1,0.00,0.80,0
2026-01-05 17:30:57.581000,33041,1,0.00,0.80,0
2026-01-05 17:30:58.829000,33041,1,0.00,0.80,0
2026-01-05 17:31:02.797000,33041,1,0.00,0.80,0
2026-01-05 17:31:03.134000,33041,1,0.00,0.80,0
2026-01-05 17:31:05.660000,33041,1,0.00,3.20,0
2026-01-05 17:31:10.405000,33041,1,1.00,1.60,0
2026-01-05 17:31:16.458000,33041,1,0.00,0.80,0
2026-01-05 17:31:21.172000,33041,1,0.00,0.80,0
2026-01-05 17:31:21.780000,33041,1,0.00,1.60,0
2026-01-05 17:31:22.664000,33041,1,6.00,0.80,0
2026-01-05 17:31:27.296000,33041,1,0.00,0.80,0
2026-01-05 17:31:28.288000,33041,1,0.00,3.20,0
2026-01-05 17:31:31.344000,33041,1,0.00,1.60,0
2026-01-05 17:31:31.697000,33041,1,21.90,0.80,0
2026-01-05 17:31:32.968000,33041,1,0.00,0.80,0
2026-01-05 17:31:36.253000,33041,1,0.00,1.60,0
2026-01-05 17:31:43.206000,33041,1,0.00,0.80,0
2026-01-05 17:31:51.831000,33041,1,0.00,0.80,0
2026-01-05 17:31:57.716000,33041,1,0.00,0.80,0
2026-01-05 17:31:57.936000,33041,1,0.00,3.20,0
2026-01-05 17:31:59.910000,33041,1,0.00,0.80,0
2026-01-05 17:32:01.621000,33041,1,0.00,0.80,0
2026-01-05 17:32:06.286000,33041,1,0.00,1.60,0
2026-01-05 17:32:16.325000,33041,1,0.00,1.60,0
2026-01-05 17:32:27.195000,33041,1,0.00,0.80,0
2026-01-05 17:32:28.693000,33041,1,0.00,0.80,0
2026-01-05 17:32:31.199000,33041,1,0.00,0.80,0
2026-01-05 17:32:31.639000,33041,1,21.90,3.20,0
2026-01-05 17:32:34.207000,33041,1,0.00,0.80,0
2026-01-05 17:32:43.365000,33041,1,0.00,1.60,0
2026-01-05 17:32:45.349000,33041,1,0.00,1.60,0
2026-01-05 17:32:52.739000,33041,1,0.00,0.80,0
2026-01-05 17:32:55.017000,33041,1,0.00,0.80,0
2026-01-05 17:33:00.156000,33041,1,0.00,0.80,0
2026-01-05 17:33:00.343000,33041,1,0.00,0.80,0
2026-01-05 17:33:16.265000,33041,1,0.00,0.80,0
2026-01-05 17:33:17.944000,33041,1,0.00,0.80,0
2026-01-05 17:33:19.061000,33041,1,0.00,0.80,0
2026-01-05 17:33:19.975000,33041,1,6.00,0.80,0
2026-01-05 17:33:22.895000,33041,1,0.00,3.20,0
2026-01-05 17:33:28.798000,33041,1,0.00,0.80,0
2026-01-05 17:33:29.925000,33041,1,0.00,0.80,0
2026-01-05 17:33:31.259000,33041,1,0.00,1.60,0
2026-01-05 17:33:31.395000,33041,1,21.90,1.60,0
2026-01-05 17:33:39.867000,33041,1,0.00,0.80,0
2026-01-05 17:33:43.451000,33041,1,0.00,0.80,0
2026-01-05 17:33:45.257000,33041,1,1.00,0.80,0
2026-01-05 17:33:47.796000,33041,1,0.00,3.20,0
2026-01-05 17:33:52.632000,33041,1,0.00,0.80,0
2026-01-05 17:34:01.019000,33041,1,0.00,1.60,0
2026-01-05 17:34:16.386000,33041,1,0.00,1.60,0
2026-01-05 17:34:18.060000,33041,1,0.00,0.80,0
2026-01-05 17:34:26.900000,33041,1,0.00,0.80,0
2026-01-05 17:34:28.781000,33041,1,0.00,0.80,0
2026-01-05 17:34:29.712000,33041,1,0.00,0.80,0
2026-01-05 17:34:30.436000,33041,1,0.00,0.80,0
2026-01-05 17:34:31.178000,33041,1,0.00,1.60,0
2026-01-05 17:34:31.293000,33041,1,21.90,1.60,0
2026-01-05 17:34:32.303000,33041,1,0.00,0.80,0
2026-01-05 17:34:38.772000,33041,1,1.00,0.80,0
2026-01-05 17:34:43.124000,33041,1,0.00,3.20,0
2026-01-05 17:34:43.639000,33041,1,0.00,1.60,0
2026-01-05 17:34:43.765000,33041,1,0.00,1.60,0
2026-01-05 17:34:48.447000,33041,1,0.00,0.80,0
2026-01-05 17:35:01.813000,33041,1,0.00,0.80,0
2026-01-05 17:35:14.243000,33041,1,0.00,0.80,0
2026-01-05 17:35:15.603000,33041,1,0.00,0.80,0
2026-01-05 17:35:16.160000,33041,1,0.00,3.20,0
2026-01-05 17:35:16.361000,33041,1,0.00,1.60,0
2026-01-05 17:35:17.223000,33041,1,6.00,1.60,0
2026-01-05 17:35:25.821000,33041,1,0.00,0.80,0
2026-01-05 17:35:26.910000,33041,1,0.00,0.80,0
2026-01-05 17:35:29.254000,33041,1,0.00,0.80,0
2026-01-05 17:35:29.545000,33041,1,0.00,0.80,0
2026-01-05 17:35:31.127000,33041,1,0.00,0.80,0
2026-01-05 17:35:31.234000,33041,1,21.90,3.20,0
2026-01-05 17:35:34.198000,33041,1,1.00,1.60,0
2026-01-05 17:35:38.465000,33041,1,0.00,0.80,0
2026-01-05 17:35:43.751000,33041,1,0.00,1.60,0
2026-01-05 17:36:02.501000,33041,1,0.00,0.80,0
2026-01-05 17:36:09.650000,33041,1,0.00,0.80,0
2026-01-05 17:36:14.688000,33041,1,0.00,0.80,0
2026-01-05 17:36:15.581000,33041,1,0.00,0.80,0
2026-01-05 17:36:16.504000,33041,1,6.00,3.20,0
2026-01-05 17:36:16.703000,33041,1,0.00,1.60,0
2026-01-05 17:36:20.156000,33041,1,0.00,0.80,0
2026-01-05 17:36:27.070000,33041,1,1.00,0.80,0
2026-01-05 17:36:28.838000,33041,1,0.00,1.60,0
2026-01-05 17:36:29.616000,33041,1,0.00,0.80,0
2026-01-05 17:36:29.776000,33041,1,0.00,0.80,0
2026-01-05 17:36:31.148000,33041,1,21.90,0.80,0
2026-01-05 17:36:31.453000,33041,1,0.00,3.20,0
2026-01-05 17:36:33.449000,33041,1,0.00,0.80,0
2026-01-05 17:36:37.516000,33041,1,0.00,1.60,0
2026-01-05 17:36:43.799000,33041,1,0.00,0.80,0
2026-01-05 17:37:03.133000,33041,1,0.00,1.60,0
2026-01-05 17:37:04.257000,33041,1,0.00,0.80,0
2026-01-05 17:37:14.665000,33041,1,0.00,0.80,0
2026-01-05 17:37:14.833000,33041,1,0.00,3.20,0
2026-01-05 17:37:15.159000,33041,1,0.00,0.80,0
2026-01-05 17:37:16.084000,33041,1,6.00,0.80,0
2026-01-05 17:37:16.516000,33041,1,0.00,1.60,0
2026-01-05 17:37:22.251000,33041,1,1.00,0.80,0
2026-01-05 17:37:25.575000,33041,1,0.00,1.60,0
2026-01-05 17:37:26.512000,33041,1,0.00,0.80,0
2026-01-05 17:37:27.661000,33041,1,0.00,3.20,0
2026-01-05 17:37:28.474000,33041,1,0.00,0.80,0
2026-01-05 17:37:28.843000,33041,1,0.00,0.80,0
2026-01-05 17:37:29.733000,33041,1,0.00,0.80,0
2026-01-05 17:37:30.743000,33041,1,0.00,1.60,0
2026-01-05 17:37:30.965000,33041,1,21.90,1.60,0
2026-01-05 17:37:31.186000,33041,1,0.00,0.80,0
2026-01-05 17:37:44.010000,33041,1,0.00,0.80,0
2026-01-05 17:38:01.753000,33041,1,0.00,3.20,0
2026-01-05 17:38:03.945000,33041,1,0.00,0.80,0
2026-01-05 17:38:09.121000,33041,1,0.00,0.80,0
2026-01-05 17:38:13.619000,33041,1,0.00,0.80,0
2026-01-05 17:38:14.554000,33041,1,0.00,1.60,0
2026-01-05 17:38:15.246000,33041,1,6.00,1.60,0
2026-01-05 17:38:16.696000,33041,1,0.00,0.80,0
2026-01-05 17:38:17.462000,33041,1,1.00,0.80,0
2026-01-05 17:38:19.912000,33041,1,0.00,3.20,0
2026-01-05 17:38:23.465000,33041,1,0.00,0.80,0
2026-01-05 17:38:24.115000,33041,1,1.00,0.80,0
2026-01-05 17:38:26.674000,33041,1,0.00,1.60,0
2026-01-05 17:38:26.800000,33041,1,0.00,1.60,0
2026-01-05 17:38:28.946000,33041,1,0.00,0.80,0
2026-01-05 17:38:29.842000,33041,1,0.00,0.80,0
2026-01-05 17:38:30.893000,33041,1,21.90,0.80,0
2026-01-05 17:38:31.149000,33041,1,0.00,1.60,0
2026-01-05 17:38:44.063000,33041,1,0.00,1.60,0
2026-01-05 17:38:55.986000,33041,1,0.00,0.80,0
2026-01-05 17:39:03.061000,33041,1,0.00,0.80,0
2026-01-05 17:39:04.608000,33041,1,0.00,0.80,0
2026-01-05 17:39:12.396000,33041,1,0.00,3.20,0
2026-01-05 17:39:13.155000,33041,1,0.00,0.80,0
2026-01-05 17:39:13.826000,33041,1,6.00,0.80,0
2026-01-05 17:39:14.163000,33041,1,0.00,1.60,0
2026-01-05 17:39:16.808000,33041,1,0.00,1.60,0
2026-01-05 17:39:17.807000,33041,1,0.00,0.80,0
2026-01-05 17:39:18.502000,33041,1,0.00,0.80,0
2026-01-05 17:39:24.538000,33041,1,0.00,0.80,0
2026-01-05 17:39:26.364000,33041,1,0.00,3.20,0
2026-01-05 17:39:29.335000,33041,1,0.00,0.80,0
2026-01-05 17:39:29.524000,33041,1,0.00,0.80,0
2026-01-05 17:39:30.794000,33041,1,21.90,0.80,0
2026-01-05 17:39:44.534000,33041,1,0.00,1.60,0
2026-01-05 17:39:56.737000,33041,1,0.00,0.80,0
2026-01-05 17:40:05.273000,33041,1,0.00,0.80,0
